isbn13,titre,auteur_prenom,auteur_nom,date_publication,nb_pages,lien google book,recherche google
9782091908557,Des récits et des hommes,Collectif,Collectif,08/03/1999,482,https://www.google.fr/books/edition/_/uhV1QgAACAAJ?hl=fr,https://www.google.com/search?q=9782091908557
9782203142459,Encyclopédie des mythologies du monde,Collectif,Collectif,,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782203142459
9782221501764,Le livre des mille et une nuits,Collectif,Collectif,01/02/2000,1029,https://www.google.fr/books/edition/_/9QPLAQAACAAJ?hl=fr,https://www.google.com/search?q=9782221501764
9782221501948,"Les Mille et une nuits, tome 2",Collectif,Collectif,11/04/2001,1018,https://www.google.fr/books/edition/_/LI6KQgAACAAJ?hl=fr,https://www.google.com/search?q=9782221501948
9782258048393,"L'Inde des rêves, des peuples et des dieux",Collectif,Collectif,18/09/1997,1155,https://www.google.fr/books/edition/_/2CB5wgEACAAJ?hl=fr,https://www.google.com/search?q=9782258048393
9782862602196,Shanghai,Collectif,Collectif,01/09/1987,,https://www.google.fr/books/edition/_/oxYeAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782862602196
9782862602554,"Autrement, hors-série, no. 30, avril 1988",Collectif,Collectif,01/04/1988,,https://www.google.fr/books/edition/_/UetCAQAACAAJ?hl=fr,https://www.google.com/search?q=9782862602554
9782862602691,"Autrement, série monde, no. 36, février 1989",Collectif,Collectif,01/02/1989,204,https://www.google.fr/books/edition/_/fIdGwAEACAAJ?hl=fr,https://www.google.com/search?q=9782862602691
9782862605807,Lieux d'Islam,Collectif,Collectif,09/02/1996,349,https://www.google.fr/books/edition/_/s6CcQgAACAAJ?hl=fr,https://www.google.com/search?q=9782862605807
9782877305679,Contes d'une grand-mère chinoise,Collectif,Collectif,19/11/2001,160,https://www.google.fr/books/edition/_/xS7IPQAACAAJ?hl=fr,https://www.google.com/search?q=9782877305679
9783822850886,"Japanese graphics now! Ediz. inglese, francese e tedesca",Collectif,Collectif,20/02/2006,352,https://www.google.fr/books/edition/_/tBh1QgAACAAJ?hl=fr,https://www.google.com/search?q=9783822850886
9782020226530,Tierra del fuego,Francisco,Coloane,03/10/1995,178,https://www.google.fr/books/edition/_/oGU9vgAACAAJ?hl=fr,https://www.google.com/search?q=9782020226530
9782020245500,Cap Horn,Francisco,Coloane,02/05/1996,182,https://www.google.fr/books/edition/_/Iq7fPAAACAAJ?hl=fr,https://www.google.com/search?q=9782020245500
9782859404796,Le golfe des peines,Francisco,Coloane,07/05/1997,192,https://www.google.fr/books/edition/_/7vQJPQAACAAJ?hl=fr,https://www.google.com/search?q=9782859404796
9782213629230,Les Hommes en trop,Jean-François,Colosimo,03/09/2014,312,https://www.google.fr/books/edition/_/hrHcoQEACAAJ?hl=fr,https://www.google.com/search?q=9782213629230
9782253066996,"L'Amour, la solitude",Andre,Comte-Sponville,01/01/2004,184,https://www.google.fr/books/edition/_/DD8OHAAACAAJ?hl=fr,https://www.google.com/search?q=9782253066996
9782070345595,Un cri dans le désert,Frank,Conroy,10/05/2007,544,https://www.google.fr/books/edition/_/2TH5PAAACAAJ?hl=fr,https://www.google.com/search?q=9782070345595
9782070178360,"Des chauves-souris, des singes et des hommes",Paule,Constant,03/03/2016,176,https://www.google.fr/books/edition/_/gJ6YjwEACAAJ?hl=fr,https://www.google.com/search?q=9782070178360
9782228888790,Le bouddhisme dans son essence et son développement,Edward,Conze,03/01/1995,262,https://www.google.fr/books/edition/_/3gP0PAAACAAJ?hl=fr,https://www.google.com/search?q=9782228888790
9782080816115,#N/A,Le,Corbusier,01/11/2006,,https://www.google.fr/books/edition/_/quJlPAAACAAJ?hl=fr,https://www.google.com/search?q=9782080816115
9782081217737,L'illusion comique,Pierre,Corneille,25/08/2008,188,https://www.google.fr/books/edition/_/3aALAQAAMAAJ?hl=fr,https://www.google.com/search?q=9782081217737
9782070123704,Consumés,David,Cronenberg,01/01/2016,384,https://www.google.fr/books/edition/_/FtnfjgEACAAJ?hl=fr,https://www.google.com/search?q=9782070123704
9782221046838,Tempo di Roma,Alexis,Curvers,01/03/1985,,https://www.google.fr/books/edition/_/PqNJAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782221046838
9782012788718,Sous le signe du lien,Boris,Cyrulnik,01/06/2002,319,https://www.google.fr/books/edition/_/qPG9PAAACAAJ?hl=fr,https://www.google.com/search?q=9782012788718
9782080701497,Les diaboliques,Jules,d'Aurevilly,07/01/1993,315,https://www.google.fr/books/edition/_/45FcAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782080701497
9782080810724,Lénine,H.,d'Encausse,04/01/1999,297,https://www.google.fr/books/edition/_/1T_kPgAACAAJ?hl=fr,https://www.google.com/search?q=9782080810724
9782080810731,"Staline, l'ordre par la terreur",Hélène,d'Encausse,04/01/1999,294,https://www.google.fr/books/edition/_/EH3NAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782080810731
9782070413416,Du baroque,E.,D'Ors,23/03/2000,180,https://www.google.fr/books/edition/_/q04sAgAACAAJ?hl=fr,https://www.google.com/search?q=9782070413416
9782210754119,Cannibale,Didier,Daeninckx,12/07/2001,140,https://www.google.fr/books/edition/_/mVnBoAEACAAJ?hl=fr,https://www.google.com/search?q=9782210754119
9782266068901,Le monde du bouddhisme tibétain : sa philosophie et sa pratique,Dalai-Lama,Dalai-Lama,17/09/1998,189,https://www.google.fr/books/edition/_/borPPAAACAAJ?hl=fr,https://www.google.com/search?q=9782266068901
9782070738113,Journal d'un génie,Salvador,Dali,13/04/1994,308,https://www.google.fr/books/edition/_/cKTElAEACAAJ?hl=fr,https://www.google.com/search?q=9782070738113
9782268016894,Mythes et dieux de l'Inde,Alain,Danielou,04/03/1994,644,https://www.google.fr/books/edition/_/BkleswEACAAJ?hl=fr,https://www.google.com/search?q=9782268016894
9782268014036,Les quatre sens de la vie et la structure de l'Inde traditionnelle,Alain,Daniélou,16/10/1992,215,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782268014036
9782266029469,Voyage d'une parisienne à Lhassa,Alexandra,David-Neel,01/01/1989,,https://www.google.fr/books/edition/_/cyAdPQAACAAJ?hl=fr,https://www.google.com/search?q=9782266029469
9782266038263,Le Sortilège du mystère,Alexandra,David-Neel,01/08/1990,188,https://www.google.fr/books/edition/_/zHunHAAACAAJ?hl=fr,https://www.google.com/search?q=9782266038263
9782266029520,L'Inde où j'ai vécu,Alexandra,David-Néel,01/06/1989,408,https://www.google.fr/books/edition/_/I4GlAwAACAAJ?hl=fr,https://www.google.com/search?q=9782266029520
9782266042055,Au pays des brigands gentilshommes,Alexandra,David-Néel,01/04/1991,353,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782266042055
9782234047037,Macounaïma,Andrade,de,29/01/1997,343,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782234047037
9782070711079,Monsieur Croche et autres écrits,Claude,Debussy,13/10/1987,368,https://www.google.fr/books/edition/_/3swYAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782070711079
9782221065662,Les Indes florissantes,Guy,Deleury,12/09/1991,1064,https://www.google.fr/books/edition/_/JnJuQgAACAAJ?hl=fr,https://www.google.com/search?q=9782221065662
9782742731107,Libra,Don,DeLillo,01/01/2001,656,https://www.google.fr/books/edition/_/7d4-AAAACAAJ?hl=fr,https://www.google.com/search?q=9782742731107
9782742774296,L'homme qui tombe,Don,Delillo,01/01/2008,297,https://www.google.fr/books/edition/_/a3fAPQAACAAJ?hl=fr,https://www.google.com/search?q=9782742774296
9782742792306,Point Oméga,Don,DeLillo,01/01/2010,138,https://www.google.fr/books/edition/_/sgmfuQAACAAJ?hl=fr,https://www.google.com/search?q=9782742792306
9782253132479,Des religions et des hommes,Jean,Delumeau,,,https://www.google.fr/books/edition/_/6WSvHAAACAAJ?hl=fr,https://www.google.com/search?q=9782253132479
9782070776726,Effondrement,Jared,Diamond,11/05/2006,656,https://www.google.fr/books/edition/_/M7pVPAAACAAJ?hl=fr,https://www.google.com/search?q=9782070776726
9782070309528,SIVA,Philip,Dick,09/03/2006,368,https://www.google.fr/books/edition/_/UPQHGQAACAAJ?hl=fr,https://www.google.com/search?q=9782070309528
9782266033817,Les Joueurs de Titan,Philip,Dick,,,https://www.google.fr/books/edition/_/jlpVPQAACAAJ?hl=fr,https://www.google.com/search?q=9782266033817
9782266046633,Le bal des schizos,Philip,Dick,01/12/1991,,https://www.google.fr/books/edition/_/vI2zGwAACAAJ?hl=fr,https://www.google.com/search?q=9782266046633
9782757805664,Lieu-dit l'éternité,Emily,Dickinson,,304,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782757805664
9782070469291,Le cycle clandestin,DOA,DOA,13/10/2016,896,https://www.google.fr/books/edition/_/IXghvgAACAAJ?hl=fr,https://www.google.com/search?q=9782070469291
9782020043489,Psychanalyse et pédiatrie,Franoise,Dolto,01/02/1976,,https://www.google.fr/books/edition/_/1jyKNAAACAAJ?hl=fr,https://www.google.com/search?q=9782020043489
9782020109345,Autoportrait d'une psychanalyste,Francoise,Dolto,01/10/1989,288,https://www.google.fr/books/edition/_/ojB4QgAACAAJ?hl=fr,https://www.google.com/search?q=9782020109345
9782809701586,"Bhoutan, royaume hors du temps",Robert,Dompnier,18/02/2010,320,https://www.google.fr/books/edition/_/hXk4RAAACAAJ?hl=fr,https://www.google.com/search?q=9782809701586
9782253065401,L'art égyptien,Sergio,Donadoni,01/01/1994,670,https://www.google.fr/books/edition/_/WX54NAAACAAJ?hl=fr,https://www.google.com/search?q=9782253065401
9782221099667,Le livre des déserts,Bruno,Doucey,12/01/2006,1248,https://www.google.fr/books/edition/_/Rk4kGwAACAAJ?hl=fr,https://www.google.com/search?q=9782221099667
9782020135207,Les mythes platoniciens,Geneviève,Droz,23/01/1992,212,https://www.google.fr/books/edition/_/3N9zQgAACAAJ?hl=fr,https://www.google.com/search?q=9782020135207
9782070327744,L'An mil,Georges,Duby,23/04/1993,295,https://www.google.fr/books/edition/_/wq5JHQAACAAJ?hl=fr,https://www.google.com/search?q=9782070327744
9782080811462,"L'Europe au Moyen âge : art roman, art gothique",Georges,Duby,07/01/1993,281,https://www.google.fr/books/edition/_/WCQmAQAAMAAJ?hl=fr,https://www.google.com/search?q=9782080811462
9782842302498,Les cendres de l'empire,Alain,Dugrand,08/03/2006,192,https://www.google.fr/books/edition/_/xAcfAAAACAAJ?hl=fr,https://www.google.com/search?q=9782842302498
9782259014557,"Pour l'Afrique, j'accuse",René,Dumont,01/12/1986,462,https://www.google.fr/books/edition/_/pomYQgAACAAJ?hl=fr,https://www.google.com/search?q=9782259014557
9782070360093,Hiroshima mon amour,DURAS,DURAS,,,https://www.google.fr/books/edition/_/QksNAQAAMAAJ?hl=fr,https://www.google.com/search?q=9782070360093
9782228903820,Le Suicide,Emile,Durkheim,21/01/2009,492,https://www.google.fr/books/edition/_/SqipPwAACAAJ?hl=fr,https://www.google.com/search?q=9782228903820
9782246417514,Le Pendule de Foucault,Umberto,Eco,01/01/1990,658,https://www.google.fr/books/edition/_/mUp6QgAACAAJ?hl=fr,https://www.google.com/search?q=9782246417514
9782253033134,Le nom de la rose,Umberto,Eco,13/05/2002,640,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782253033134
9782253041870,La Guerre du faux,U.,Eco,01/06/2005,,https://www.google.fr/books/edition/_/WHxwxgEACAAJ?hl=fr,https://www.google.com/search?q=9782253041870
9782253143611,L'île du jour d'avant,Umberto,Eco,21/01/1998,508,https://www.google.fr/books/edition/_/ejapPgAACAAJ?hl=fr,https://www.google.com/search?q=9782253143611
9782070324545,Le sacré et le profane,Mircea,Eliade,,185,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070324545
9782266033862,L'Inde,MIRCEA,ELIADE,01/03/1990,246,https://www.google.fr/books/edition/_/FXUlHAAACAAJ?hl=fr,https://www.google.com/search?q=9782266033862
9782080811004,"L amour en plus : histoire de l amour maternel, xviie - xxe siecle.",Badinter,Elisabeth,01/01/1980,372,https://www.google.fr/books/edition/_/tR_XugEACAAJ?hl=fr,https://www.google.com/search?q=9782080811004
9782869303911,"Le Quatuor de Los Angeles, tome 1 : Le Dahlia noir",James,Ellroy,01/10/1990,476,https://www.google.fr/books/edition/_/zX9lAAAACAAJ?hl=fr,https://www.google.com/search?q=9782869303911
9782330039721,Dans la tête de Vladimir Poutine,Michel,Eltchaninoff,04/02/2015,171,https://www.google.fr/books/edition/_/c_obrgEACAAJ?hl=fr,https://www.google.com/search?q=9782330039721
9782369143758,AVIATEUR ANGLAIS (L'),Bates,Ernest,01/06/2017,320,https://www.google.fr/books/edition/_/MgNstAEACAAJ?hl=fr,https://www.google.com/search?q=9782369143758
9782911053603,Histoire de la Corée,André,Fabre,03/01/2001,440,https://www.google.fr/books/edition/_/JsH7AAAACAAJ?hl=fr,https://www.google.com/search?q=9782911053603
9782070324170,Histoire de l'art,Élie,Faure,25/05/1988,450,https://www.google.fr/books/edition/_/Deh0PwAACAAJ?hl=fr,https://www.google.com/search?q=9782070324170
9782070324194,Histoire de l'art : l'art renaissant,Élie,Faure,25/05/1988,478,https://www.google.fr/books/edition/_/ZYipPwAACAAJ?hl=fr,https://www.google.com/search?q=9782070324194
9782070324200,Histoire de l'art,Élie,Faure,25/05/1988,480,https://www.google.fr/books/edition/_/MCQCzQEACAAJ?hl=fr,https://www.google.com/search?q=9782070324200
9782070324217,L'art moderne,Élie,Faure,25/05/1988,544,https://www.google.fr/books/edition/_/zGWotAEACAAJ?hl=fr,https://www.google.com/search?q=9782070324217
9782070325214,Histoire de l'art,Élie,Faure,23/01/1992,456,https://www.google.fr/books/edition/_/XmZNAAAAYAAJ?hl=fr,https://www.google.com/search?q=9782070325214
9782070326563,Histoire de l'art : l'esprit des formes,Faure,Faure,23/01/1992,504,https://www.google.fr/books/edition/_/tmZNAAAAYAAJ?hl=fr,https://www.google.com/search?q=9782070326563
9782228886994,Courrier des Andes,Patrick,Fermor,27/08/1993,156,https://www.google.fr/books/edition/_/AjksHAAACAAJ?hl=fr,https://www.google.com/search?q=9782228886994
9782702809952,Les grandes figures des mythologies,COMTE,FERNAND,01/01/1998,256,https://www.google.fr/books/edition/_/xM6uQwAACAAJ?hl=fr,https://www.google.com/search?q=9782702809952
9782702813560,Grammaire des civilisations,Braudel,Fernand,01/01/1998,624,https://www.google.fr/books/edition/_/qqXfQwAACAAJ?hl=fr,https://www.google.com/search?q=9782702813560
9782259004169,La perle et le croissant,Dominique,Fernandez,03/10/1995,351,https://www.google.fr/books/edition/_/8AaSOgAACAAJ?hl=fr,https://www.google.com/search?q=9782259004169
9782259185165,Le Voyage d'Italie,Dominique,FERNANDEZ,12/09/1999,681,https://www.google.fr/books/edition/_/ktGNQgAACAAJ?hl=fr,https://www.google.com/search?q=9782259185165
9782742763573,Sicile,Dominique,Fernandez,17/10/2006,240,https://www.google.fr/books/edition/_/zeD7PQAACAAJ?hl=fr,https://www.google.com/search?q=9782742763573
9782330022808,Le sermon sur la chute de Rome,Jerome,Ferrari,17/08/2013,208,https://www.google.fr/books/edition/_/gl7KswEACAAJ?hl=fr,https://www.google.com/search?q=9782330022808
9782072853197,À la première personne,Alain,Finkielkraut,19/09/2019,128,https://www.google.fr/books/edition/_/xPwjyQEACAAJ?hl=fr,https://www.google.com/search?q=9782072853197
9782859407490,Courrier de Tartarie,Peter,Fleming,,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782859407490
9782228887465,La route du thé et des fleurs,Robert,Fortune,17/03/2004,234,https://www.google.fr/books/edition/_/sHe4nAEACAAJ?hl=fr,https://www.google.com/search?q=9782228887465
9782260006435,Michel Foucault,Michel,Foucault,18/12/1991,171,https://www.google.fr/books/edition/_/MtDIswEACAAJ?hl=fr,https://www.google.com/search?q=9782260006435
9782020580410,Poils de cairote,Paul,Fournel,02/01/2004,368,https://www.google.fr/books/edition/_/n-kbAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782020580410
9782738113108,Gènes et culture,Collège,France,12/09/2003,306,https://www.google.fr/books/edition/_/n6KumgEACAAJ?hl=fr,https://www.google.com/search?q=9782738113108
9782221067642,Le Japon,Louis,Frédéric,12/09/1999,1419,https://www.google.fr/books/edition/_/S9brAQAACAAJ?hl=fr,https://www.google.com/search?q=9782221067642
9782070324675,L'inquiétante étrangeté,Sigmund,Freud,01/01/1988,352,https://www.google.fr/books/edition/_/hTFMGwAACAAJ?hl=fr,https://www.google.com/search?q=9782070324675
9782070325184,Nouvelles conférences d'introduction à la psychanalyse,Sigmund,Freud,03/11/1989,257,https://www.google.fr/books/edition/_/06krAAAACAAJ?hl=fr,https://www.google.com/search?q=9782070325184
9782070325399,Trois essais sur la théorie sexuelle,Sigmund,Freud,28/09/1989,211,https://www.google.fr/books/edition/_/XgSKMAEACAAJ?hl=fr,https://www.google.com/search?q=9782070325399
9782228894081,Cinq Leçons Sur La Psychanalyse,Sigmund,Freud,09/06/2004,208,https://www.google.fr/books/edition/_/dRpUOwAACAAJ?hl=fr,https://www.google.com/search?q=9782228894081
9782877064835,Chateaubriand,Marc,Fumaroli,17/09/2003,800,https://www.google.fr/books/edition/_/Q5ZcAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782877064835
9782020550765,Le monde de Sophie,Jostein,Gaarder,02/05/2002,617,https://www.google.fr/books/edition/_/ssAvPAAACAAJ?hl=fr,https://www.google.com/search?q=9782020550765
9782862603025,Prague,Xavier,Galmiche,03/05/1990,228,https://www.google.fr/books/edition/_/2SaHNgAACAAJ?hl=fr,https://www.google.com/search?q=9782862603025
9782876785380,Le livre d'un homme seul,Xingjian,Gao,24/02/2000,485,https://www.google.fr/books/edition/_/jRlqQgAACAAJ?hl=fr,https://www.google.com/search?q=9782876785380
9782876786035,Une canne à pêche pour mon grand-père,Xingjian,Gao,01/02/2001,110,https://www.google.fr/books/edition/_/Zgd5GQAACAAJ?hl=fr,https://www.google.com/search?q=9782876786035
9782070367191,La nuit sera calme,Romain,Gary,06/02/1976,313,https://www.google.fr/books/edition/_/qEEIAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782070367191
9782080662118,La folle avoine,Guy,Georgy,04/01/1994,281,https://www.google.fr/books/edition/_/JUEiAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782080662118
9782080667045,Le petit soldat de l'Empire,Guy,Georgy,08/10/1992,270,https://www.google.fr/books/edition/_/hmbjAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782080667045
9782070341719,Balades en jazz,Alain,Gerber,15/03/2007,144,https://www.google.fr/books/edition/_/qmQTGQAACAAJ?hl=fr,https://www.google.com/search?q=9782070341719
9782253111702,Louie,Alain,Gerber,08/12/2004,348,https://www.google.fr/books/edition/_/QJRiPQAACAAJ?hl=fr,https://www.google.com/search?q=9782253111702
9782253115311,Chet,Alain,Gerber,22/11/2007,597,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782253115311
9782864244707,Fin de roman en Patagonie,Mempo,Giardinelli,19/04/2003,231,https://www.google.fr/books/edition/_/LtGKPQAACAAJ?hl=fr,https://www.google.com/search?q=9782864244707
9782070298983,Fragments d'un paradis,Jean,Giono,21/03/1978,196,https://www.google.fr/books/edition/_/2S8dAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782070298983
9782070362202,Un roi sans divertissement,Jean,Giono,06/10/1972,243,https://www.google.fr/books/edition/_/1UBfwgEACAAJ?hl=fr,https://www.google.com/search?q=9782070362202
9782070362493,Les Âmes fortes,Jean,Giono,16/11/1972,369,https://www.google.fr/books/edition/_/CL4NkAEACAAJ?hl=fr,https://www.google.com/search?q=9782070362493
9782070371433,Voyage en Italie,Jean,Giono,16/10/1979,212,https://www.google.fr/books/edition/_/cNOmQgAACAAJ?hl=fr,https://www.google.com/search?q=9782070371433
9791021046870,Guerres invisibles - Nos prochains défis géopolitiques - Thomas Gomart,Thomas,Gomart,03/03/2022,352,https://www.google.fr/books/edition/_/SsUrzgEACAAJ?hl=fr,https://www.google.com/search?q=9791021046870
9782743609986,Comme une flamme blanche,James,Grady,28/08/2002,491,https://www.google.fr/books/edition/_/Qz45PQAACAAJ?hl=fr,https://www.google.com/search?q=9782743609986
9782762134940,Les voyages de Marco Polo,Alain,Grandbois,01/01/2012,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782762134940
9782226010278,La Pensée chinoise,Marcel,Granet,01/10/1974,,https://www.google.fr/books/edition/_/JBmXnGNU2RsC?hl=fr,https://www.google.com/search?q=9782226010278
9782092820841,Contes et récits des héros de la Grèce antique,Christian,Grenier,11/10/2001,250,https://www.google.fr/books/edition/_/nCpCHQAACAAJ?hl=fr,https://www.google.com/search?q=9782092820841
9782092822661,Contes et légendes des héros de la mythologie,Christian,Grenier,29/09/1998,241,https://www.google.fr/books/edition/_/3lECzgEACAAJ?hl=fr,https://www.google.com/search?q=9782092822661
9782266147521,Le maître du jeu,John,Grisham,01/10/2004,536,https://www.google.fr/books/edition/_/D4TnoQEACAAJ?hl=fr,https://www.google.com/search?q=9782266147521
9782072929410,Les jours sont comme l'herbe,Jens,Grøndahl,,,https://www.google.fr/books/edition/_/7SoK0AEACAAJ?hl=fr,https://www.google.com/search?q=9782072929410
9782070327430,Regard sur la biologie contemporaine,François,gros,02/02/1993,320,https://www.google.fr/books/edition/_/ObR7HAAACAAJ?hl=fr,https://www.google.com/search?q=9782070327430
9782020105286,Orient extrême : une vie en Asie,Robert,Guillain,01/02/1989,473,https://www.google.fr/books/edition/_/SlWo2Tu-QesC?hl=fr,https://www.google.com/search?q=9782020105286
9782253113157,Les Dépossédés,Ursula,Guin,01/11/2006,445,https://www.google.fr/books/edition/_/or1HPAAACAAJ?hl=fr,https://www.google.com/search?q=9782253113157
9782258036062,Cinquante ans d'occupations,Sacha,Guitry,01/12/1992,1326,https://www.google.fr/books/edition/_/WSxwQgAACAAJ?hl=fr,https://www.google.com/search?q=9782258036062
9782266093521,Le livre de la sagesse et des vertus retrouvées,Guitton,Guitton,07/06/2000,253,https://www.google.fr/books/edition/_/DdLTPAAACAAJ?hl=fr,https://www.google.com/search?q=9782266093521
9782213637105,Le roman du jazz,Philippe,Gumplowicz,22/10/2008,501,https://www.google.fr/books/edition/_/CbF0AQAACAAJ?hl=fr,https://www.google.com/search?q=9782213637105
9782070323791,L'Homme de paroles,Claude,Hagège,22/12/1986,406,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070323791
9782266195300,La reine de Saba,Marek,HALTER,15/10/2009,352,https://www.google.fr/books/edition/_/5Tj9PwAACAAJ?hl=fr,https://www.google.com/search?q=9782266195300
9782501002646,La mythologie,Edith,Hamilton,01/04/1994,416,https://www.google.fr/books/edition/_/RtmIQgAACAAJ?hl=fr,https://www.google.com/search?q=9782501002646
9782700311532,Sept ans d'aventures au Tibet,Heinrich,Harrer,01/11/1998,287,https://www.google.fr/books/edition/_/ZPaMGAAACAAJ?hl=fr,https://www.google.com/search?q=9782700311532
9782081221178,Une odyssée américaine,Jim,Harrison,,,https://www.google.fr/books/edition/_/FCpYPgAACAAJ?hl=fr,https://www.google.com/search?q=9782081221178
9782264006578,Légendes d'automne,Jim,Harrison,01/01/1985,287,https://www.google.fr/books/edition/_/j2vzPAAACAAJ?hl=fr,https://www.google.com/search?q=9782264006578
9782290021156,Une odyssée américaine roman,Jim,Harrison,21/08/2010,288,https://www.google.fr/books/edition/_/jbv7ZwEACAAJ?hl=fr,https://www.google.com/search?q=9782290021156
9782080812384,"Une brève histoire du temps, du Big-bang aux trous noirs",Stephen,Hawking,04/01/1999,256,https://www.google.fr/books/edition/_/1mYl0QEACAAJ?hl=fr,https://www.google.com/search?q=9782080812384
9782869599390,A l'est des nuages,Vincent,Hein,,,https://www.google.fr/books/edition/_/umlezgAACAAJ?hl=fr,https://www.google.com/search?q=9782869599390
9782708406063,L'architecture grecque 1,Marie-Christine,Hellmann,01/01/2002,,https://www.google.fr/books/edition/_/IQ7qAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782708406063
9782266008563,Dune,Frank,Herbert,07/01/1994,410,https://www.google.fr/books/edition/_/WKFOGwAACAAJ?hl=fr,https://www.google.com/search?q=9782266008563
9782266027908,Le Prophète des sables,Frank,Herbert,01/01/1978,405,https://www.google.fr/books/edition/_/F8EPPAAACAAJ?hl=fr,https://www.google.com/search?q=9782266027908
9782253008484,Siddhartha,Hesse,Hermann,,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782253008484
9782221055885,Italies : anthologie des voyageurs français aux XVIIIe et XIXe siècles,Yves,Hersant,27/04/1988,1140,https://www.google.fr/books/edition/_/CUMyAAAAIAAJ?hl=fr,https://www.google.com/search?q=9782221055885
9782877302159,Bouddhas et rôdeurs sur la route de la Soie,Peter,Hopkirk,19/05/1998,346,https://www.google.fr/books/edition/_/LeAAPgAACAAJ?hl=fr,https://www.google.com/search?q=9782877302159
9782877304153,Sur le toit du monde,Peter,Hopkirk,,,https://www.google.fr/books/edition/_/XjbQAAAACAAJ?hl=fr,https://www.google.com/search?q=9782877304153
9782290303054,Les Particules elementaires,Michel,Houellebecq,31/08/2000,316,https://www.google.fr/books/edition/_/o8hiAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782290303054
9782737311192,Connaitre et reconnaître la flore et la végétation méditerranéennes,Huon,Huon,23/06/1992,,https://www.google.fr/books/edition/_/8cTpJwAACAAJ?hl=fr,https://www.google.com/search?q=9782737311192
9782221072448,Les empires du mirage,François-Bernard,Huyghe,01/10/1993,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782221072448
9782020901260,Red Fox,Anthony,Hyde,12/10/2006,416,https://www.google.fr/books/edition/_/zdCiPwAACAAJ?hl=fr,https://www.google.com/search?q=9782020901260
9782080813053,L'Invention de la politique,Finley,I.,04/01/1999,217,https://www.google.fr/books/edition/_/zZT4AAAACAAJ?hl=fr,https://www.google.com/search?q=9782080813053
9782877303347,Mémoires d'une geisha,Yuki,Inoue,23/04/1999,280,https://www.google.fr/books/edition/_/8e4dAQAACAAJ?hl=fr,https://www.google.com/search?q=9782877303347
9782234049284,Les chemins du désert,Yasushi,Inoué,01/03/1998,234,https://www.google.fr/books/edition/_/wdiRAQAACAAJ?hl=fr,https://www.google.com/search?q=9782234049284
9782877301718,Le loup bleu : le roman de Gengis-Khan,Yasushi,Inoué,19/05/1998,270,https://www.google.fr/books/edition/_/X0J8AAAACAAJ?hl=fr,https://www.google.com/search?q=9782877301718
9782877302227,Lou-lan,Yasushi,Inoué,,,https://www.google.fr/books/edition/_/jwJAPgAACAAJ?hl=fr,https://www.google.com/search?q=9782877302227
9782877302647,Vent et vagues : le roman de Kubilai-Khan,Yasushi,Inoué,,,https://www.google.fr/books/edition/_/wTDTAQAACAAJ?hl=fr,https://www.google.com/search?q=9782877302647
9782070338801,Rhinocéros,Eugène,Ionesco,26/10/2006,256,https://www.google.fr/books/edition/_/4iplAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782070338801
